rowname,sample01,sample02,sample03,sample04,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12
gene001,75.5838492407007,79.0694073966602,79.0683567785863,76.8031767310295,77.4283433502043,74.369515514653,236.663089541113,241.348088777176,235.431023473199,230.850032616541,229.603490598067,229.205440243892
gene002,36.730531943108,38.4243647721205,38.4238542164779,37.3230731775456,37.6268775313334,36.1404174654483,33.3209371461535,33.9805607713556,33.1474686256146,32.5024888414929,32.3269821820973,32.2709387540402
gene003,17.1574262383862,17.9486429806036,17.9484044917956,17.434211843855,17.5761237769326,16.8817742103041,4.23781135139243,4.32170336422109,4.2157493408846,4.13371975574476,4.11139853139956,4.1042708364446
gene004,130.747849760836,136.77730233154,136.775484931983,132.857089355224,133.938526620202,128.647248571987,33.1447264325127,33.8008617779818,32.9721752634775,32.330606318239,32.1560277886125,32.1002807343462
gene005,10.0762090224085,10.5408745943796,10.5407345347316,10.2387596040836,10.3221016089156,9.91432416777966,13.9157427286149,14.191219754539,13.843297488172,13.5739361343293,13.5006397108645,13.4772344289827
gene006,254.176767279032,265.898158993597,265.894625927891,258.27717659742,260.37951501851,250.093151215741,267.130446189913,272.418579370104,265.7397673177,260.569032270238,259.162013853318,258.712719588958
gene007,77.6939771972903,81.2768441537819,81.2757642048577,78.9473455184504,79.589965357776,76.4457420548726,90.1236744195405,91.9077690437823,89.6544913230831,87.9100041312492,87.4353084478578,87.2837268869488
gene008,48.0891088120507,50.3067437580944,50.3060753178471,48.8648879361493,49.2626409730371,47.3165068967913,85.5314273585556,87.2246135356278,85.0861514619505,83.4305545226636,82.9800469327001,82.8361892022059
gene009,4.2575754296214,4.45391402460445,4.45385484416125,4.32625913408522,4.36147425032972,4.18917301975053,6.39046397635536,6.51697005258958,6.35719527425753,6.23349767062086,6.19983808357027,6.18908978118793
gene010,0.814029755594405,0.851568834145037,0.851557519103762,0.827161778756933,0.83389475458874,0.800951514724763,0.682131342607982,0.695634862845167,0.67858017253445,0.665376434471257,0.661783540529377,0.66063624450174
gene011,610.722842832097,638.886399031587,638.87790996331,620.575095115062,625.626485574024,600.910940517398,734.400413953918,748.93865641923,730.577131531428,716.361642381971,712.493438953404,711.258230094063
gene012,5.84961397090108,6.11936961169358,6.11928830186053,5.94398062719318,5.99236375965339,5.7556337939111,21.469611336877,21.8946252792998,21.3578407195375,20.9422622133119,20.8291783661281,20.7930680186582
gene013,149.003630485944,155.874950546053,155.872879390524,151.407374468759,152.639808339903,146.609731053456,120.905731704119,123.299190108502,120.276297474481,117.935974560046,117.299144900061,117.095790125052
gene014,10.8498029935121,11.3501429430449,11.3499921304145,11.0248332835481,11.1145738130965,10.6754895412554,25.2117484175617,25.7108419699409,25.0804962658287,24.5924827390673,24.4596884625173,24.4172841086892
gene015,25.8842611694513,27.0779169376678,27.0775571455576,26.3018290960365,26.5159221358552,25.4684033952357,22.5278209329639,22.9737832672922,22.4105412853037,21.9744794477166,21.855821842798,21.8179316626329
gene016,15.0066040231986,15.698635344331,15.6984267520249,15.2486923133,15.3728144372289,14.7655072073857,29.3236758619506,29.9041694204442,29.1710170502784,28.6034106217995,28.448958171403,28.399637850329
gene017,4.44343594313383,4.64834551770117,4.64828375379051,4.51511797112535,4.55187037066565,4.37204748939028,1.17998795540595,1.20334708031368,1.1738449479635,1.15100440259092,1.1447892189281,1.14280456376079
gene018,27.0177990838539,28.2637280871904,28.2633525388647,27.4536533765642,27.6771220974678,26.5837298354537,39.9850372404503,40.7765838618043,39.7768754704685,39.0029014200291,38.7922938887613,38.725041921984
gene019,25.0687163953794,26.2247632197888,26.2244147637787,25.4731278583468,25.6804753913633,24.6659612023925,21.9174623053663,22.3513419371931,21.8033601796247,21.3791128049423,21.2636700556951,21.2268064549952
gene020,0.351519289836489,0.367729643502982,0.367724757372904,0.357190040106346,0.36009751476144,0.345871764164101,0.186185409223687,0.189871148734949,0.185216129537995,0.181612214542418,0.180631546470037,0.180318395956252
gene021,5.25529409226889,5.4976426014979,5.49756955273136,5.34007311081371,5.38354052446673,5.17086228678862,25.7291075202379,26.2384427499547,25.5951620013365,25.0971341655269,24.9616148765494,24.9183403617914
gene022,30.1123344403187,31.5009683079746,31.5005497455022,30.5981101390944,30.8471742778836,29.6285482393215,14.1499636131441,14.4300772922415,14.0762990207323,13.8024039487988,13.7278738467966,13.7040746221744
gene023,95.501989695003,99.9060752560825,99.9047477751791,97.0426389552091,97.8325518350355,93.9676501746382,40.7754239382385,41.5826171104869,40.5631474217081,39.7738741784676,39.559103555137,39.4905222145836
gene024,8.19312199216705,8.57094878280358,8.57083489812936,8.3252943937717,8.39306107180919,8.06149090355939,9.81362039290907,10.0078915153428,9.76253076709147,9.57257252147827,9.52088262679789,9.50437682067195
gene025,5.52072424876773,5.77531310108744,5.77523636283271,5.60978521762115,5.65544804835377,5.43202802973636,3.36520838946234,3.43182629242471,3.34768914268771,3.28255017702658,3.26482509084386,3.2591650515285
gene026,16.4899784717678,17.2504157812098,17.2501865699485,16.7559967318531,16.8923880931693,16.2250496913309,8.07444298691181,8.2342852305784,8.03240750414696,7.87611380593078,7.83358443441588,7.82000380003418
gene027,31.2109975328537,32.6502963790904,32.6498625451637,31.7144969930519,31.9726483574598,30.7095601582231,26.8614372222345,27.3931881307084,26.7215968043599,26.2016509245425,26.0601674754798,26.0149884633209
gene028,5.88671386806654,6.15818037500901,6.15809854948613,5.98167902423602,6.03036901613136,5.79213764235963,5.02144643632368,5.12085134464177,4.99530482810738,4.89810673838161,4.87165798378903,4.86321227078697
gene029,22.3070152503002,23.3357058994518,23.3353958311815,22.6668746276025,22.8513796699893,21.9486296795993,11.5446269683261,11.7731652191878,11.4845257367316,11.2610611031549,11.2002537223693,11.1808364872505
gene030,54.4001617948056,56.9088316963022,56.9080755322039,55.2777515632693,55.7277043716201,53.5261662013884,73.4269123022085,74.8804766442838,73.044652409909,71.6233576294629,71.2366064396218,71.1131076358814
gene031,8.61062955251294,9.00770975372273,9.00759006567923,8.74953723488014,8.82075718756035,8.4722907675323,4.70970280159139,4.80293641089787,4.68518412813432,4.59402033274273,4.5692135813051,4.56129219875295
gene032,23.0482786875076,24.1111527878228,24.1108324159656,23.4200962132193,23.6107323690861,22.6779839430781,15.2668354316415,15.5690587841425,15.1873564138689,14.8918425098712,14.8114296669071,14.7857519439362
gene033,502.534695358776,525.70914232935,525.702157080001,510.641643801474,514.798192054461,494.460948980236,695.877832736224,709.653479462902,692.255098549873,678.785275286361,675.1199764013,673.949559762525
gene034,3.24666499890494,3.39638533969578,3.39634021094192,3.29904057814338,3.3258942856662,3.19450392421829,3.58310992008315,3.65404141713607,3.56445627975968,3.49509948308248,3.47622667498699,3.47020014091486
gene035,13.8892940782749,14.5298005190211,14.5296074573612,14.1133577937516,14.2282384608369,13.6661480173151,5.43115771079688,5.53867329244233,5.40288314910693,5.29775444541905,5.26914767657903,5.26001285857867
gene036,1.13829572894366,1.19078837124451,1.19077254889518,1.15665884868905,1.16607388245134,1.12000781548386,2.19673368289516,2.24022037803699,2.18529750568566,2.14277622813719,2.13120568351008,2.12751093490269
gene037,36.2654330200379,37.9378177571509,37.9373136663991,36.850471224287,37.150428667336,35.6827908438541,65.1188720622522,66.4079698529406,64.7798637580662,63.5193843225468,63.1763928979921,63.0668676224704
gene038,25.0753320551466,26.2316839614893,26.2313354135213,25.4798502427106,25.6872524949521,24.6724705746544,32.0846401746414,32.7197899776759,31.9176078058126,31.296558517712,31.1275636304955,31.073599565335
gene039,11.5647883141037,12.0980998963413,12.0979391453906,11.7513528309003,11.8470071232449,11.3789878735929,2.041405965555,2.08181778223357,2.03077842314492,1.99126376084136,1.98051135193061,1.97707785341093
gene040,14.4931821781136,15.1615369900769,15.161335534352,14.7269878870005,14.8468634132458,14.2603340221459,17.8001122104201,18.152484488959,17.7074449748911,17.3628954659604,17.2691394525201,17.2392009395757
gene041,97.5252633247189,102.022652388764,102.021296784289,99.0985522716035,99.905199984962,95.9584177937412,115.103743172379,117.382345001993,114.504514046588,112.276497856729,111.670228190317,111.476631944171
gene042,0.64750320316049,0.677362890030879,0.677353889714343,0.657948800515228,0.663304407466861,0.637100385822918,0.186185961569577,0.189871712015118,0.185216679008377,0.181612753321266,0.180632082339592,0.180318930896801
gene043,5.66904259732028,5.93047116784261,5.93039236795779,5.76049625510826,5.8073858516309,5.57796348862863,3.86648404348676,3.94302523470129,3.84635515984315,3.7715132058867,3.75114782135077,3.74464467231345
gene044,145.994417891431,152.726967756489,152.724938429117,148.349616904949,149.557161076997,143.648864611977,266.732547408426,272.012803756235,265.343939993947,260.18090691084,258.775984289894,258.327359262765
gene045,29.679966321409,31.0486614820742,31.0482489295333,30.1587670071545,30.4042549571434,29.2031265672273,13.1746563067405,13.4354627335144,13.1060691560216,12.8510527096555,12.7816597058832,12.7595008782468
gene046,71.5630341557589,74.8631719480598,74.8621772194523,72.7174973871772,73.3094071743934,70.4132990365948,77.3906668809112,78.9226979885863,76.9877717153739,75.4897521549113,75.0821232412018,74.9519576863555
