rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,geneID,geneName,geneBiotype,broadClass,sample01,sample02,sample03,sample04,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12
gene095,123.368207454858,2.19834797999329,0.323157227103205,6.78953338429963,1.12496798071855e-11,1.86369695472373e-09,ENSG00000005381,MPO,protein_coding,coding,22.1133513285386,48.0421473434119,14.4128357105382,72.2112007861645,37.2858904978419,34.7332046480194,238.923369151002,113.482009065818,190.450247781067,307.131447713637,123.134762802522,278.498022629737
gene334,72.4297207177452,2.52333263600463,0.379532724719296,6.61646163501497,3.67898295245019e-11,4.57113631841936e-09,ENSG00000013392,RWDD2A,protein_coding,coding,11.0566756642693,22.0993877779695,13.4519799965023,15.8271125010772,30.4174369850816,5.10782421294402,44.7981317158128,77.7900868596336,164.181248087126,271.730003584651,156.804424506336,55.892336721539
gene323,194.587183315553,1.90599219911083,0.290649746771156,6.55211098312835,5.6729353914954e-11,5.63889777914643e-09,ENSG00000012963,UBR7,protein_coding,coding,61.3142923200388,98.0059805805602,83.5944471211215,53.4165046911354,91.2523109552447,60.2723257127395,378.917530762917,179.37478852339,507.554601229345,447.780428442312,194.322047547729,179.240941900108
gene494,112.921798873651,1.70655206769262,0.26212389227404,6.50232468865629,7.90881655244803e-11,6.55113637761112e-09,ENSG00000032389,EIPR1,protein_coding,coding,47.2421596564233,46.1204614496754,52.8470642719734,56.3840882850874,61.8160816148432,33.7116398054305,155.860166594599,129.955203930211,146.355855437667,150.216938601374,306.874916671909,167.677010164617
gene391,900.822477896576,1.5805297829727,0.256580355241284,6.15938425863085,7.30283312901153e-10,4.53688508139841e-08,ENSG00000019485,PRDM11,protein_coding,coding,226.159274950963,503.481704158956,476.584434161796,366.991171118726,590.68700209739,400.453418294811,1023.82396858847,1542.07407480568,829.349847480112,1221.82822034366,1518.98273800923,2109.45388074912
gene145,93.3264410719531,1.99608166055165,0.35091631348982,5.67793367822506,1.36331549672058e-08,7.52853113189034e-07,ENSG00000006611,USH1C,protein_coding,coding,50.2576166557695,18.2560159904965,26.9039599930046,62.3192554729913,5.8872458680803,27.5822507498977,165.19311070206,126.294493960346,121.963212864722,153.087325963184,94.2750527706805,267.897751872204
gene078,87.0114069520491,1.65613751825295,0.29990708701432,5.51424276581904,3.50284815645183e-08,1.74091553375656e-06,ENSG00000005073,HOXA11,protein_coding,coding,39.2009409915002,34.5903460872565,45.1602185596863,33.6326140647889,24.5301911170013,54.1429366572066,259.455846187416,140.937333839807,106.014177336259,113.858698685118,68.3013137420236,124.312266156526
gene403,47.9231198799849,1.68792150535215,0.320812330998716,5.24593920147318,1.55488175488799e-07,6.6002740416139e-06,ENSG00000020633,RUNX3,protein_coding,coding,20.1030466623078,17.2951730436283,24.9822485649329,6.92436171922125,39.248305787202,14.3019077962433,68.1304919844653,53.0802945630441,98.5087488522758,77.5004587688617,84.6551494267335,70.3472513909026
gene248,153.240399806596,1.30210833640946,0.252234927104416,5.15994733976193,2.47019313913967e-07,9.44373838578781e-06,ENSG00000010165,METTL13,protein_coding,coding,94.4843193128467,57.6505768120942,59.5730542702245,91.0058968811936,93.2147262446048,113.393697527357,142.794044844153,201.339048342581,186.697533539075,212.408664773917,314.570839347067,271.752395784035
gene489,154.608503299159,1.52421714020351,0.323260006629654,4.71269926686034,2.44456837531711e-06,7.59344051582878e-05,ENSG00000031081,ARHGAP31,protein_coding,coding,47.2421596564233,27.8644454591789,110.498407114126,42.5353648466448,64.7597045488833,144.040642805021,143.727339254899,252.588987920693,270.195425423385,197.099932177599,183.740153869388,371.009476513664
